name,last_update,url,path
"Fjöldi starfandi í atvinnugreinum samkvæmt skrám eftir árum, kyni, aldri og bakgrunni 2008-2022",2023-10-20T10:41:24Z,http://px.hagstofa.is/pxis/api/v1/is/Samfelag/vinnumarkadur/vinnuaflskraargogn/VIN10030.px,Samfelag - Dómsmál - Félagsmál - Heilbrigðismál - Laun og tekjur - Lífskjör - Menning - Miðlun - Menntun - Vinnumarkaður - Laus störf - Vinnuafl - skráargögn
"Fjöldi starfandi í atvinnugreinum samkvæmt skrám eftir ársfjórðungum, kyni, aldri og bakgrunni 2008-2023",2023-10-20T10:41:24Z,http://px.hagstofa.is/pxis/api/v1/is/Samfelag/vinnumarkadur/vinnuaflskraargogn/VIN10031.px,Samfelag - Dómsmál - Félagsmál - Heilbrigðismál - Laun og tekjur - Lífskjör - Menning - Miðlun - Menntun - Vinnumarkaður - Laus störf - Vinnuafl - skráargögn
"Fjöldi starfandi í atvinnugreinum samkvæmt skrám eftir mánuðum, kyni, aldri og bakgrunni 2008-2023",2023-10-20T10:41:24Z,http://px.hagstofa.is/pxis/api/v1/is/Samfelag/vinnumarkadur/vinnuaflskraargogn/VIN10032.px,Samfelag - Dómsmál - Félagsmál - Heilbrigðismál - Laun og tekjur - Lífskjör - Menning - Miðlun - Menntun - Vinnumarkaður - Laus störf - Vinnuafl - skráargögn
Breytingar á samræmdri vísitölu neysluverðs frá 2005,2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/visitolur/2_samraemdvnv/samraemdvnv/VIS02000.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Þjóðhagsspá - Utanríkisverslun - Vinnumagn og framleiðni - Verðlag - Vísitala neysluverðs - Byggingarvísitala - Samræmd vísitala neysluverðs
Samræmd vísitala neysluverðs eftir löndum og mánuðum frá 2015,2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/visitolur/2_samraemdvnv/samraemdvnv/VIS02002.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Þjóðhagsspá - Utanríkisverslun - Vinnumagn og framleiðni - Verðlag - Vísitala neysluverðs - Byggingarvísitala - Samræmd vísitala neysluverðs
"Sundurliðun breytinga meginflokka, september 2022-2023",2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/visitolur/2_samraemdvnv/samraemdvnv/VIS02100.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Þjóðhagsspá - Utanríkisverslun - Vinnumagn og framleiðni - Verðlag - Vísitala neysluverðs - Byggingarvísitala - Samræmd vísitala neysluverðs
Undirvísitölur samræmdrar vísitölu neysluverðs fyrir Ísland frá 2015,2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/visitolur/2_samraemdvnv/samraemdvnv/VIS02202.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Þjóðhagsspá - Utanríkisverslun - Vinnumagn og framleiðni - Verðlag - Vísitala neysluverðs - Byggingarvísitala - Samræmd vísitala neysluverðs
Tekjur eftir sveitarfélögum og kyni 1990-2022 - Sveitarfélagaskipan 1. janúar 2023,2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Samfelag/launogtekjur/3_tekjur/1_tekjur_skattframtol/TEK01002.px,Samfelag - Dómsmál - Félagsmál - Heilbrigðismál - Laun og tekjur - Laun - Vísitölur launa - Tekjur - Staðgreiðsluskyldar greiðslur - Tekjur - skattframtöl
Íbúar einstakra sveitarfélaga 1910-2020 - Sveitarfélagaskipan hvers árs. Árslokatölur,2023-10-20T09:00:28Z,http://px.hagstofa.is/pxis/api/v1/is/Sogulegar/sogul_mannfjoldi/SOG01031.px,Sogulegar - Byggingariðnaður - Fæddir og dánir - Ferðaþjónusta - Fjármál hins opinbera - Giftingar og skilnaðir - Kosningar - Landbúnaður - Mannfjöldi
Farþegar um Keflavíkurflugvöll eftir ríkisfangi og mánuðum 2002-2023,2023-10-19T09:00:37Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/ferdathjonusta/farthegar/1_farthegar/SAM02001.px,Atvinnuvegir - Ferðaþjónusta - Farþegar til landsins
Flughreyfingar um Keflavíkurflugvöll eftir mánuðum 2017-2023,2023-10-19T09:00:37Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/ferdathjonusta/ferdaidnadurhagvisar/SAM08048.px,Atvinnuvegir - Ferðaþjónusta - Farþegar til landsins - Hagvísar í ferðaþjónustu
Bílaleigubílar eftir skráningu og mánuðum 2010-2023,2023-10-19T09:00:37Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/ferdathjonusta/ferdaidnadurhagvisar/SAM08049.px,Atvinnuvegir - Ferðaþjónusta - Farþegar til landsins - Hagvísar í ferðaþjónustu
Dreifing atvinnutekna eftir kyni og aldri 1990-2022,2023-10-19T09:00:37Z,http://px.hagstofa.is/pxis/api/v1/is/Samfelag/launogtekjur/3_tekjur/1_tekjur_skattframtol/TEK01007.px,Samfelag - Dómsmál - Félagsmál - Heilbrigðismál - Laun og tekjur - Laun - Vísitölur launa - Tekjur - Staðgreiðsluskyldar greiðslur - Tekjur - skattframtöl
Meðal dagleg umferð á stofnvegum eftir mánuðum 2005-2023,2023-10-19T09:00:37Z,http://px.hagstofa.is/pxis/api/v1/is/Umhverfi/5_samgongur/3_okutaekiogvegir/SAM31002.px,Umhverfi - Náttúrufar - Losun lofttegunda - Efnisflæði - Orkumál - Samgöngur - Almenningssamgöngur - Flug og flugvellir - Ökutæki og vegir
"Afli eftir fisktegundum og löndunarhöfnum, janúar 2010 - september 2023",2023-10-16T09:00:39Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/afli_manudir/SJA01101.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn
"Afli eftir fisktegund, kvótaflokki skipa og veiðarfærum, janúar 2010 - september 2023",2023-10-16T09:00:39Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/afli_manudir/SJA01102.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn
"Afli og verðmæti eftir löndunarhöfn, fisktegund og mánuðum 1982-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunarhafnir/SJA09042.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum
Afli og verðmæti afla eftir tegund löndunar og fisktegundum 1982-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunartegundir/SJA09031.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum
"Afli og aflaverðmæti eftir fisktegundum, frágangi, löndunartegund og mánuðum 1982-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunartegundir/SJA09033.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum
Hrognkelsisafli eftir mánuðum og landsvæði 1990-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunartegundir/SJA09035.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum
"Afli og verðmæti afla eftir fisktegund, landsvæði og löndunargerð 1992-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_verkunarsvaedi/SJA09120.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum
"Afli og verðmæti afla eftir fisktegund, löndunarhöfn og löndunargerð 1992-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_verkunarsvaedi/SJA09121.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum
Afli og verðmæti afla eftir fisktegundum og verkunarstöðum 1992-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_verkunarsvaedi/SJA09123.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum
Afli og verðmæti afla eftir fisktegundum og verkunarsvæðum 1992-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_verkunarsvaedi/SJA09124.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum
"Afli íslenskra skipa eftir fisktegundum, fiskveiðisvæðum og tegund vinnslu 1992-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_vinnsla/SJA09110.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu
"Afli eftir fisktegundum, tegund vinnslu og verkunarsvæðum 1992-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_vinnsla/SJA09111.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu
"Afli eftir tegund vinnslu, fisktegundum og verkunarstöðum 1992-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_vinnsla/SJA09112.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu
Aukaafurðir afla eftir tegund vinnslu 1992-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_vinnsla/SJA09113.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu
Magn og verðmæti aukaafurða eftir tegund aukaafurða og fisktegundum 1992-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/radsofun_afla_vinnsla/SJA09114.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu
"Afli og verðmæti afla eftir gerð/stærð skipa, kvótaflokki skipa, fisktegund og mánuðum 2003-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/skipagerd_veidarfaeri/SJA09010.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu - Afli og verðmæti eftir skipagerð og veiðarfærum
"Afli allra skipa eftir veiðarfærum, fisktegundum og mánuðum 1982-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/skipagerd_veidarfaeri/SJA09015.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum - Afli og verðmæti eftir löndunartegundum - Ráðstöfun afla eftir verkunarsvæðum - Ráðstöfun afla eftir tegund vinnslu - Afli og verðmæti eftir skipagerð og veiðarfærum
"Landanir erlendra skipa eftir fisktegund, heimahöfn, löndunartegund 2000-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/innf/SJA04001.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa
"Ráðstöfun afla erlendra skipa eftir fisktegund, tegund vinnslu og verkunarsvæði 2000-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/innf/SJA04003.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa
Útflutningur sjávarafurða eftir afurðaflokkum og fisktegundum 1999-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04901.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
"Útflutningur sjávarafurða eftir afurðum, fisktegundum og löndum 1999-2022",2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04903.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
Útflutningur fiskmetis í loftþéttum umbúðum eftir löndum 2010-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04904.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
Útflutningur á eldisfisk eftir löndum 2010-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04905.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
Útflutningsframleiðsla sjávarafurða á verðlagi hvers árs fyrir sig 2006-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04906.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
Útflutningsframleiðsla sjávarafurða á föstu verðlagi 2006-2022,2023-10-12T09:01:30Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/utf/SJA04907.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Fiskeldi - Landanir erlendra skipa - Fiskiskipastóllinn - Útflutningur sjávarafurða
Afli og verðmæti eftir tegundum og veiðisvæðum 1993-2022,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/fiskveidisvaedi/SJA09001.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum
Afli og verðmæti afla eftir gerð/stærð skipa og fiskveiðisvæðum 2003-2022,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/fiskveidisvaedi/SJA09002.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum
Afli og verðmæti afla eftir tegund löndunar og fiskveiðisvæðum 1993-2022,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/fiskveidisvaedi/SJA09003.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum
"Afli og aflaverðmæti eftir veiðarfærum, fiskiveiðisvæðum og mánuðum 1982-2022",2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/fiskveidisvaedi/SJA09004.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum
Afli íslenskra fiskiskipa af öllum miðum eftir fisktegundum 1945-2022,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/fiskveidisvaedi/SJA09005.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum
Hvalveiðar og útflutningur hvalaafurða 2000-2023,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/kvotaflokkar/SJA01110.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum
Afli og verðmæti afla eftir kvótaflokkum skipa og heimahöfnum þeirra 2003-2022,2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/kvotaflokkar/SJA09020.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum
"Afli og verðmæti eftir kvótaflokkum skipa, fisktegundum og mánuðum 1992-2022",2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/kvotaflokkar/SJA09021.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum
"Afli eftir landsvæði, staðsetningu kaupanda og mánuðum 1982-2022",2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunarhafnir/SJA09040.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum
"Botnfiskafli eftir löndunartegund, landsvæði og staðsetningu kaupanda 1982-2022",2023-10-12T09:01:29Z,http://px.hagstofa.is/pxis/api/v1/is/Atvinnuvegir/sjavarutvegur/aflatolur/londunarhafnir/SJA09041.px,Atvinnuvegir - Ferðaþjónusta - Fyrirtæki - Iðnaður - Landbúnaður - Sjávarútvegur - Afkoma sjávarútvegsins - Afli - Nýjustu tölur um aflamagn - Nýjustu tölur um aflaverðmæti - Afli og verðmæti eftir fiskveiðisvæðum - Heimsafli - Afli og verðmæti eftir kvótaflokkum - Afli og verðmæti eftir löndunarhöfnum
Vöruflutningar um hafnir 2001-2022,2023-10-11T09:00:40Z,http://px.hagstofa.is/pxis/api/v1/is/Umhverfi/5_samgongur/4_skip/SAM05103.px,Umhverfi - Náttúrufar - Losun lofttegunda - Efnisflæði - Orkumál - Samgöngur - Almenningssamgöngur - Flug og flugvellir - Ökutæki og vegir - Skip og hafnir
Skipakomur til Faxaflóahafna  1994-2022,2023-10-11T09:00:40Z,http://px.hagstofa.is/pxis/api/v1/is/Umhverfi/5_samgongur/4_skip/SAM05104.px,Umhverfi - Náttúrufar - Losun lofttegunda - Efnisflæði - Orkumál - Samgöngur - Almenningssamgöngur - Flug og flugvellir - Ökutæki og vegir - Skip og hafnir
Verðmæti út- og innflutnings eftir mánuðum (FOB/CIF) 2011-2023,2023-10-09T12:36:14Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/utanrikisverslun/1_voruvidskipti/01_voruskipti/UTA06001.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Þjóðhagsspá - Utanríkisverslun - Vöruviðskipti
Meginhagvísar uppgjörsins 2000-2022,2023-10-09T11:21:38Z,http://px.hagstofa.is/pxis/api/v1/is/Efnahagur/thjodhagsreikningar/tekjuskipting/tekjuskipting/THJ06019.px,Efnahagur - Fjármál hins opinbera - Þjóðhagsreikningar - Efnahagslegar skammtímatölur - Einkaneysla - Ferðaþjónustureikningar - Fjármálareikningar - Fjármunamyndun og fjármunaeign - Framleiðsluuppgjör - Landsframleiðsla - Lífeyrisskuldbindingar - Tekjuskiptingaruppgjör
